id,age,birthdate,sex,salary,size,breakfast,lunch,dinner,late,taste,price,service,clean,at,location,facebook,twitter,instagram,line,japanese,thai,diet,shabu,grill,steak,fastfood,cake,dessert,coffee,juice,created_at,user_id
42,19,1998-06-05,female,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,f,t,f,t,t,f,f,t,f,f,f,f,f,f,f,f,t,f,f,2018-02-27 10:34:00.529819+00,92
43,18,1999-04-12,female,"น้อยกว่า 10,000",chubby,f,t,t,f,t,t,f,t,f,t,f,f,f,t,f,t,f,t,t,f,t,f,t,t,t,2018-02-27 11:01:04.524631+00,94
44,19,1998-06-19,female,"น้อยกว่า 10,000",fat,t,t,t,t,t,t,f,f,f,f,f,t,t,t,f,t,f,f,f,t,f,f,f,f,f,2018-02-27 11:55:01.339321+00,95
45,20,1997-09-19,male,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,t,t,f,f,t,f,t,t,f,t,f,f,f,f,f,f,f,f,f,2018-02-27 12:02:42.127764+00,96
46,19,1998-12-20,female,"น้อยกว่า 10,000",fit,t,t,t,t,t,t,f,t,t,f,f,t,t,f,f,t,f,f,f,f,t,t,t,f,f,2018-02-27 12:19:24.499048+00,97
47,19,1998-12-02,female,"น้อยกว่า 10,000",fit,t,t,t,t,t,t,f,t,f,f,t,t,t,t,f,t,f,f,f,f,f,f,f,f,f,2018-02-27 12:32:08.37249+00,98
48,20,1997-08-21,female,"น้อยกว่า 10,000",chubby,f,t,t,t,t,t,f,t,f,f,t,f,t,t,f,t,f,f,f,t,t,t,t,f,t,2018-02-27 12:49:33.037673+00,99
49,19,1998-12-24,female,"10,000-19,999",fit,t,t,t,t,t,f,f,f,f,f,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,2018-02-27 13:13:31.903673+00,101
50,22,1995-12-22,female,"น้อยกว่า 10,000",chubby,f,t,t,f,t,t,f,f,f,t,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,2018-02-27 16:50:45.834288+00,104
51,22,1995-05-28,female,"น้อยกว่า 10,000",fit,f,t,t,f,t,t,t,t,t,t,f,f,t,t,f,t,f,f,f,t,f,f,t,f,f,2018-02-28 10:28:57.737431+00,105
20,0,2018-01-11,female,"น้อยกว่า 10,000",thin,f,f,t,f,t,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,f,f,2018-02-22 11:26:29.460226+00,63
53,23,1994-10-02,male,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,t,t,t,t,f,f,f,t,f,f,t,f,f,t,f,f,f,f,f,2018-03-01 14:54:48.592446+00,110
54,20,1997-06-23,female,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,f,f,t,t,t,t,t,t,f,f,f,f,f,t,t,t,t,t,f,2018-03-01 19:57:00.928632+00,111
55,21,1996-07-03,female,"10,000-19,999",fit,t,t,t,t,t,t,t,t,f,t,t,f,t,t,f,t,t,t,t,t,t,t,t,t,t,2018-03-02 03:58:02.451621+00,113
56,20,1997-09-27,female,"น้อยกว่า 10,000",chubby,t,t,t,t,t,t,t,t,t,t,f,t,f,t,f,t,t,f,f,t,t,t,t,f,t,2018-03-02 08:59:34.650116+00,115
57,21,1997-01-26,male,"น้อยกว่า 10,000",chubby,t,t,t,t,t,t,f,t,f,f,t,f,t,t,f,t,f,t,t,t,t,f,f,f,t,2018-03-02 09:14:42.654959+00,116
58,18,1999-04-01,female,"น้อยกว่า 10,000",fat,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,t,t,f,f,t,t,t,t,t,t,2018-03-02 10:20:20.160023+00,117
60,19,1998-05-29,female,"น้อยกว่า 10,000",chubby,t,t,t,f,f,t,t,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,2018-03-03 10:41:02.94599+00,126
61,19,1998-04-16,male,"น้อยกว่า 10,000",fit,t,t,t,t,t,t,t,t,f,f,t,f,t,t,f,t,f,f,f,t,f,t,t,f,f,2018-03-04 02:36:22.881359+00,127
62,20,1998-01-07,male,"น้อยกว่า 10,000",thin,t,t,t,t,t,t,t,t,f,f,t,f,t,f,f,f,f,f,f,t,t,t,f,t,f,2018-03-04 07:30:45.646152+00,130
63,20,1997-05-10,female,"น้อยกว่า 10,000",fit,f,t,t,t,t,t,t,t,f,f,t,f,t,t,f,f,f,t,t,f,f,t,t,f,t,2018-03-04 10:30:46.47112+00,133
64,18,1999-05-09,female,"น้อยกว่า 10,000",fat,t,t,t,f,t,t,f,f,f,t,t,t,t,t,f,t,f,f,f,f,f,f,t,f,f,2018-03-04 11:32:27.666481+00,137
65,20,1997-11-18,female,"น้อยกว่า 10,000",fat,t,t,t,f,t,t,f,t,f,f,t,t,t,t,f,t,t,f,f,t,t,t,t,t,t,2018-03-05 12:34:58.356508+00,140
39,21,1996-10-18,female,"น้อยกว่า 10,000",fat,t,t,t,t,t,t,f,t,f,f,f,t,f,f,f,t,t,f,f,f,f,f,f,f,f,2018-02-26 14:35:35.877934+00,89
66,21,1996-04-27,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,f,f,f,f,t,f,f,f,f,t,t,f,f,t,t,t,t,t,t,2018-03-06 05:52:00.166439+00,141
67,19,1998-12-03,female,"น้อยกว่า 10,000",chubby,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,2018-03-06 11:45:11.437242+00,143
68,19,1998-07-10,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,f,f,f,t,t,t,t,t,f,t,f,f,f,t,t,f,t,f,t,2018-03-07 10:38:41.431349+00,146
69,21,1996-12-25,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,f,t,t,f,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,2018-03-07 11:42:18.981075+00,147
70,19,1998-09-03,female,"น้อยกว่า 10,000",chubby,t,t,t,f,t,f,f,t,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2018-03-07 11:47:33.821577+00,136
71,22,1995-09-03,female,"น้อยกว่า 10,000",fit,f,t,t,t,t,t,t,t,f,t,t,t,f,t,f,t,f,f,f,t,t,f,f,f,t,2018-03-07 11:52:10.101313+00,148
72,22,1995-08-12,female,"น้อยกว่า 10,000",fat,f,t,t,f,t,t,t,f,f,f,t,t,t,t,f,t,t,t,t,t,t,t,t,f,t,2018-03-07 17:26:49.622214+00,151
73,53,1965-03-03,male,"น้อยกว่า 10,000",fat,t,t,t,t,t,t,f,f,f,t,t,t,t,t,f,t,f,t,t,t,f,t,f,f,f,2018-03-07 18:09:03.341901+00,77
74,21,1997-03-05,female,"10,000-19,999",fit,t,t,t,t,t,t,t,t,t,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,t,2018-03-08 10:53:29.90678+00,154
75,21,1996-08-17,male,"10,000-19,999",chubby,t,t,t,f,t,t,t,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,2018-03-08 10:58:45.527581+00,157
76,20,1997-12-29,female,"10,000-19,999",fat,t,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,2018-03-08 11:14:54.716639+00,158
77,19,1998-06-01,male,"น้อยกว่า 10,000",chubby,f,t,t,t,f,f,t,f,f,f,t,t,f,t,f,t,f,t,f,f,f,f,f,f,f,2018-03-08 13:42:12.771084+00,163
78,21,1996-12-19,female,"น้อยกว่า 10,000",thin,t,t,t,t,t,t,f,f,f,t,f,t,t,t,f,t,t,f,f,t,t,t,t,f,t,2018-03-08 16:34:03.241462+00,166
79,19,1998-05-26,male,"10,000-19,999",fit,t,t,t,f,t,t,f,f,f,t,t,t,t,t,f,t,t,f,t,f,f,f,f,f,f,2018-03-08 17:02:43.887926+00,167
80,20,1998-01-04,female,"น้อยกว่า 10,000",fit,f,f,t,f,t,t,f,t,f,f,f,t,t,t,f,t,f,f,f,f,f,t,t,f,f,2018-03-09 06:04:52.698361+00,169
81,19,1998-07-22,female,"10,000-19,999",fat,t,t,t,t,t,f,f,t,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f,f,2018-03-09 08:00:16.070651+00,170
82,21,1996-06-20,male,"น้อยกว่า 10,000",chubby,f,f,t,t,t,t,f,t,f,t,t,f,f,t,f,t,f,f,f,f,f,f,t,t,t,2018-03-09 12:32:16.847566+00,171
83,21,1996-11-14,female,"น้อยกว่า 10,000",chubby,f,t,t,t,t,t,t,t,f,t,f,t,f,t,f,t,f,f,f,f,t,t,t,f,f,2018-03-09 15:41:54.663818+00,172
85,21,1996-11-22,male,"น้อยกว่า 10,000",fat,t,t,t,t,t,t,f,f,f,t,t,f,f,t,t,t,t,f,f,f,f,f,f,f,f,2018-03-10 10:29:45.252989+00,175
86,22,1995-12-20,female,"10,000-19,999",fit,f,t,t,f,t,t,f,f,f,f,t,f,t,t,t,t,t,f,f,t,f,t,t,f,t,2018-03-10 12:04:16.236083+00,176
87,20,1998-01-30,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,t,t,f,f,t,f,t,t,t,f,f,f,f,t,f,t,f,f,t,2018-03-10 18:26:50.078734+00,178
88,34,1983-06-04,female,"30,000-39,999",fit,f,t,f,t,t,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,2018-03-12 05:44:04.973467+00,179
89,21,1996-05-29,female,"น้อยกว่า 10,000",chubby,t,t,t,t,t,t,t,t,f,t,t,f,f,t,f,f,f,f,f,t,t,t,f,t,f,2018-03-13 07:04:37.266935+00,182
90,20,1997-05-06,male,"10,000-19,999",fit,t,t,t,t,t,f,f,f,t,t,t,f,f,f,t,t,f,f,f,f,f,f,t,f,f,2018-03-13 10:37:11.539183+00,185
91,21,1996-08-31,female,"น้อยกว่า 10,000",fit,f,t,t,t,t,t,f,t,f,t,f,t,f,t,t,t,f,f,f,t,t,f,f,f,t,2018-03-13 11:21:02.426373+00,187
92,19,1998-04-28,female,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,f,f,f,f,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,2018-03-13 11:24:36.955773+00,188
93,22,1995-06-09,female,"น้อยกว่า 10,000",chubby,f,t,t,f,t,t,f,t,t,f,f,f,t,t,t,f,f,f,f,f,f,f,f,f,f,2018-03-13 12:06:43.21879+00,114
95,32,1986-01-05,male,"30,000-39,999",fat,f,f,t,t,t,f,t,t,t,t,t,f,t,t,t,f,t,t,t,t,t,f,f,f,f,2018-03-13 15:38:35.2621+00,193
96,21,1996-07-19,male,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,2018-03-13 19:33:00.176923+00,197
59,-1,2018-09-26,female,"น้อยกว่า 10,000",chubby,t,t,t,t,t,t,f,t,f,t,t,f,f,f,t,t,f,t,t,f,f,t,t,f,t,2018-03-02 11:53:49.843404+00,121
97,20,1997-07-13,female,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,f,f,f,f,t,f,t,f,t,t,f,f,f,f,f,f,f,f,f,2018-03-14 16:21:32.170086+00,202
98,22,1995-05-21,female,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,f,t,f,t,t,t,t,t,t,t,t,f,f,t,t,t,t,t,t,2018-03-14 17:49:06.231538+00,203
99,20,1997-10-23,female,"น้อยกว่า 10,000",fat,t,t,t,f,t,t,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,t,f,t,2018-03-15 11:11:47.29206+00,207
100,0,2018-01-01,female,"น้อยกว่า 10,000",fit,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,t,f,2018-03-16 08:00:43.060838+00,209
101,20,1997-08-12,female,"น้อยกว่า 10,000",fat,t,t,t,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f,t,2018-03-16 11:32:24.86224+00,210
102,20,1997-10-13,female,"น้อยกว่า 10,000",fat,f,f,t,t,t,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,t,f,f,f,f,2018-03-16 19:38:07.780652+00,211
103,18,1999-04-23,female,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,f,t,f,f,f,t,t,t,t,f,t,f,f,t,f,f,t,f,f,2018-03-17 11:05:05.270217+00,214
104,19,1998-08-13,female,"น้อยกว่า 10,000",chubby,t,t,t,t,t,t,f,t,f,f,t,t,t,t,t,t,f,f,f,t,t,t,t,t,t,2018-03-17 11:05:38.020553+00,215
105,22,1995-11-05,female,"น้อยกว่า 10,000",fat,t,t,t,f,t,t,f,t,t,f,f,f,f,t,t,t,f,f,f,f,f,f,t,t,t,2018-03-17 11:28:38.465545+00,216
106,37,1980-12-16,male,"50,000 ขึ้นไป",fit,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,2018-03-17 12:33:12.278559+00,217
107,19,1998-04-18,female,"น้อยกว่า 10,000",thin,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,t,2018-03-18 03:24:34.09547+00,218
108,0,2018-01-01,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f,f,2018-03-18 08:30:49.433914+00,191
109,22,1995-09-07,female,"น้อยกว่า 10,000",chubby,t,t,t,t,t,t,t,t,f,f,t,f,f,t,f,t,f,f,f,f,f,t,f,f,t,2018-03-20 12:33:56.124957+00,224
110,21,1996-07-08,male,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,t,t,f,t,t,t,t,t,t,t,t,f,f,t,f,t,t,f,f,2018-03-20 12:59:24.9114+00,225
111,20,1997-09-10,female,"10,000-19,999",thin,f,f,t,t,t,f,f,f,f,f,t,f,f,t,f,t,f,f,f,t,t,f,f,f,f,2018-03-21 09:41:00.185469+00,223
112,20,1998-01-16,female,"น้อยกว่า 10,000",fit,f,f,t,f,t,t,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f,2018-03-21 10:28:23.778207+00,227
113,19,1998-12-02,female,"น้อยกว่า 10,000",thin,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2018-03-21 12:36:44.729987+00,229
114,20,1997-07-19,female,"น้อยกว่า 10,000",chubby,t,t,t,f,t,t,t,t,f,f,t,t,f,t,f,t,f,f,f,t,f,t,t,f,f,2018-03-23 12:27:35.60141+00,233
115,18,2000-01-18,female,"10,000-19,999",thin,f,t,t,t,t,t,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,2018-03-25 08:30:16.012211+00,237
116,19,1998-12-01,female,"น้อยกว่า 10,000",fat,t,t,t,t,t,t,t,t,t,t,t,f,f,f,t,t,f,f,f,f,f,t,t,f,t,2018-03-29 11:07:56.895266+00,226
117,20,1997-11-10,female,"น้อยกว่า 10,000",fat,t,t,t,f,t,t,t,t,f,t,t,t,t,t,t,t,f,f,f,t,f,f,t,t,f,2018-03-30 04:39:55.419008+00,241
118,23,1994-07-26,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,f,t,t,f,f,t,f,t,t,t,f,t,f,f,t,f,f,f,t,f,2018-03-30 11:16:17.529074+00,242
119,21,1996-11-25,female,"10,000-19,999",fat,f,t,t,f,t,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,2018-03-30 12:06:20.403576+00,244
120,19,1998-08-02,female,"น้อยกว่า 10,000",fit,f,t,t,t,t,t,f,f,f,f,t,t,t,t,f,t,f,f,f,f,f,f,f,t,f,2018-03-30 12:17:22.943391+00,246
121,22,1995-09-09,female,"น้อยกว่า 10,000",thin,t,t,t,f,t,t,f,t,f,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,f,2018-03-31 11:12:21.390148+00,249
122,23,1994-10-18,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,f,t,t,f,f,t,f,f,t,f,f,f,f,f,t,t,t,t,f,f,2018-04-01 11:56:19.551432+00,251
123,18,1999-04-20,female,"น้อยกว่า 10,000",chubby,f,t,t,f,t,t,f,t,f,f,t,t,t,t,t,t,t,f,f,t,f,f,f,f,f,2018-04-01 14:26:20.481226+00,252
124,22,1996-03-26,female,"น้อยกว่า 10,000",chubby,t,t,t,t,t,t,t,t,f,t,t,t,t,t,t,t,f,f,f,t,t,t,t,f,t,2018-04-02 07:02:59.632577+00,253
125,21,1996-09-09,female,"น้อยกว่า 10,000",thin,f,t,t,t,t,t,t,f,f,f,t,t,t,t,t,t,f,t,t,f,f,f,f,f,f,2018-04-03 12:54:52.839082+00,254
126,24,1993-07-31,female,"น้อยกว่า 10,000",chubby,f,t,f,t,t,t,t,f,f,f,t,f,f,f,t,t,f,f,f,t,f,f,t,t,t,2018-04-03 20:09:06.840767+00,255
94,21,1997-02-09,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,t,t,t,t,f,f,t,f,f,f,f,f,f,f,t,f,t,f,f,2018-03-13 14:05:15.161658+00,189
127,19,1998-09-30,female,"น้อยกว่า 10,000",fit,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,f,f,f,f,t,t,t,t,f,t,2018-04-04 17:22:10.147709+00,260
128,21,1996-10-14,female,"น้อยกว่า 10,000",chubby,f,t,t,f,t,t,f,f,f,t,t,t,t,t,t,t,f,f,f,t,t,f,t,f,f,2018-04-10 11:49:17.446287+00,263
129,19,1998-10-12,female,"10,000-19,999",fit,f,t,t,f,t,t,t,t,t,t,f,f,t,t,t,t,f,f,f,t,f,f,f,f,f,2018-04-20 11:56:49.941936+00,221
130,21,1996-12-23,female,"น้อยกว่า 10,000",fit,t,t,t,t,t,t,t,f,t,t,f,f,f,t,f,t,f,f,f,f,t,t,t,t,t,2018-04-21 10:13:05.808866+00,266
131,21,1997-04-17,female,"น้อยกว่า 10,000",fat,f,t,t,t,t,t,t,t,f,f,t,f,f,t,t,t,f,f,f,t,t,f,f,f,t,2018-04-21 15:59:39.728852+00,267
132,21,1996-07-03,female,"น้อยกว่า 10,000",fit,t,t,t,f,t,t,f,t,f,t,t,f,t,t,t,t,t,f,f,t,t,t,t,f,t,2018-04-22 13:01:16.995159+00,268
133,18,1999-05-05,female,"10,000-19,999",chubby,t,t,t,t,t,t,f,f,f,t,t,t,t,t,f,f,f,f,f,t,f,f,t,f,f,2018-04-22 13:06:48.438649+00,269
